"","logFC","AveExpr","t","P.Value","adj.P.Val","B","signif_logFC1","signif_logFC2","signif_logFC3","Gene.Symbol","signif"
"RNMT",-0.235851876681727,8.07339087174824,-0.919944941826381,0.362753539548211,0.92547582871706,-4.79979094515363,FALSE,FALSE,FALSE,"RNMT",FALSE
"TIMELESS",-0.257697525287768,7.24774725592964,-0.91967911356583,0.362890890591875,0.92547582871706,-4.79993785105439,FALSE,FALSE,FALSE,"TIMELESS",FALSE
"BAIAP3",0.182989894527273,7.69074367351593,0.919650341288585,0.36290575898706,0.92547582871706,-4.79995374920286,FALSE,FALSE,FALSE,"BAIAP3",FALSE
"BDH2",-0.292614300658627,7.67239037426529,-0.919539306338535,0.362963141237705,0.92547582871706,-4.80001509725711,FALSE,FALSE,FALSE,"BDH2",FALSE
"RIT1",-0.280053385595206,7.73264535585835,-0.919507862062489,0.362979392534719,0.92547582871706,-4.80003246929914,FALSE,FALSE,FALSE,"RIT1",FALSE
"PGC",0.170232090991581,6.94587977672507,0.919115991920455,0.363181961735669,0.92547582871706,-4.80024891895013,FALSE,FALSE,FALSE,"PGC",FALSE
"CEBPG",0.35947757871753,8.9575391556091,0.918789249237331,0.363350920625482,0.92547582871706,-4.80042932870457,FALSE,FALSE,FALSE,"CEBPG",FALSE
"DDX47",0.283483574971368,10.8615075052584,0.918789014345957,0.363351042106304,0.92547582871706,-4.80042945837714,FALSE,FALSE,FALSE,"DDX47",FALSE
"EFNB2",-0.517991311601335,9.36431667484803,-0.918538696614447,0.363480516065506,0.92547582871706,-4.80056762930094,FALSE,FALSE,FALSE,"EFNB2",FALSE
"PSMB9",-0.622613240985623,10.6786603096661,-0.91837484166824,0.363565284327241,0.92547582871706,-4.80065805502464,FALSE,FALSE,FALSE,"PSMB9",FALSE
"PPIG",-0.255843528037347,8.92004761393331,-0.918368690655009,0.363568466724628,0.92547582871706,-4.80066144925316,FALSE,FALSE,FALSE,"PPIG",FALSE
"AKAP13",-0.125298620268974,7.32991761661723,-0.918004077143679,0.363757141873835,0.92547582871706,-4.80086261046506,FALSE,FALSE,FALSE,"AKAP13",FALSE
"MPHOSPH8",-0.182276916957451,7.88172105382091,-0.917436584444086,0.364050926245944,0.92547582871706,-4.80117555198697,FALSE,FALSE,FALSE,"MPHOSPH8",FALSE
"FAM174B",-0.402521182465017,8.35224452165234,-0.917342684228046,0.364099552101848,0.92547582871706,-4.80122731522496,FALSE,FALSE,FALSE,"FAM174B",FALSE
"RBM28",0.206740084821072,8.72162799642268,0.916990200525738,0.364282121903647,0.92547582871706,-4.80142157993659,FALSE,FALSE,FALSE,"RBM28",FALSE
"ETFB",0.288669858284884,9.56987805289778,0.916653297766713,0.364456676883364,0.92547582871706,-4.80160719148915,FALSE,FALSE,FALSE,"ETFB",FALSE
"CYP1B1",0.640122239064091,8.20962766578775,0.916651401178667,0.364457659690666,0.92547582871706,-4.80160823620341,FALSE,FALSE,FALSE,"CYP1B1",FALSE
"APLP1",-0.484355337253092,7.98032294599083,-0.91650151933421,0.364535333519769,0.92547582871706,-4.80169079047001,FALSE,FALSE,FALSE,"APLP1",FALSE
"SFMBT1",0.311456491390668,7.70817828056138,0.91621831216766,0.364682130265983,0.92547582871706,-4.80184674487579,FALSE,FALSE,FALSE,"SFMBT1",FALSE
"ZNF747",-0.181938204011839,8.03741765108433,-0.915842592652127,0.364876938594032,0.92547582871706,-4.80205357290936,FALSE,FALSE,FALSE,"ZNF747",FALSE
"ACLY",0.238306508552279,9.63873770828779,0.915811835991102,0.364892888719169,0.92547582871706,-4.80207050044188,FALSE,FALSE,FALSE,"ACLY",FALSE
"NFATC4",-0.16576222490489,7.91278503683014,-0.915701716754679,0.364949999252781,0.92547582871706,-4.80213110231615,FALSE,FALSE,FALSE,"NFATC4",FALSE
"XRCC1",0.327461828816172,8.19281617428933,0.915410727697675,0.365100941124837,0.92547582871706,-4.80229120902006,FALSE,FALSE,FALSE,"XRCC1",FALSE
"JAG1",-0.297926736264293,8.20269856347712,-0.915012402855934,0.365307625664795,0.92547582871706,-4.80251029547366,FALSE,FALSE,FALSE,"JAG1",FALSE
"ATP5F1A",0.154369576547987,9.5299203849107,0.914954282596113,0.365337789682431,0.92547582871706,-4.80254225521013,FALSE,FALSE,FALSE,"ATP5F1A",FALSE
"USP14",-0.243142392732768,10.0494801553877,-0.914935015637638,0.365347789457541,0.92547582871706,-4.80255284948958,FALSE,FALSE,FALSE,"USP14",FALSE
"NPTXR",-0.256896927421334,7.20093054699979,-0.914847907265354,0.365393001922259,0.92547582871706,-4.80260074494094,FALSE,FALSE,FALSE,"NPTXR",FALSE
"SRRM2",-0.261881672715459,8.44196278199883,-0.914641508071664,0.365500145169281,0.92547582871706,-4.80271421373543,FALSE,FALSE,FALSE,"SRRM2",FALSE
"CFAP69",-0.374588576140062,7.78743618820461,-0.914581612340794,0.365531241257911,0.92547582871706,-4.80274713712102,FALSE,FALSE,FALSE,"CFAP69",FALSE
"TP53BP1",-0.159268466020461,7.37739395394551,-0.914031664104239,0.365816838008631,0.925586987032294,-4.80304933637668,FALSE,FALSE,FALSE,"TP53BP1",FALSE
"PURA",-0.184021547611864,7.13465951476242,-0.913568090765593,0.366057690878131,0.925586987032294,-4.80330393858121,FALSE,FALSE,FALSE,"PURA",FALSE
"FZD3",0.444056882791547,8.22338431651369,0.913522901209642,0.366081174915878,0.925586987032294,-4.80332875089969,FALSE,FALSE,FALSE,"FZD3",FALSE
"TRIT1",0.272917409289592,9.62257234130645,0.913340867945582,0.366175783533219,0.925586987032294,-4.80342868849803,FALSE,FALSE,FALSE,"TRIT1",FALSE
"POM121",-0.153546387053287,9.04791383673334,-0.913323046449877,0.366185046793746,0.925586987032294,-4.80343847161694,FALSE,FALSE,FALSE,"POM121",FALSE
"CBLC",0.233323886086823,7.14019895664706,0.911814652965903,0.366969628339078,0.926355321978067,-4.80426585010777,FALSE,FALSE,FALSE,"CBLC",FALSE
"LARP4B",0.170471889489255,7.76988239746204,0.911730371656782,0.367013498719645,0.926355321978067,-4.80431204159661,FALSE,FALSE,FALSE,"LARP4B",FALSE
"ARHGEF11",-0.173715754075188,7.71480799781146,-0.911370906162058,0.36720064686316,0.926355321978067,-4.80450900604252,FALSE,FALSE,FALSE,"ARHGEF11",FALSE
"MLLT10",0.254276547306331,7.41084952203058,0.911315080915907,0.367229716625013,0.926355321978067,-4.80453958816418,FALSE,FALSE,FALSE,"MLLT10",FALSE
"ABCC1",-0.292813681936164,8.95929166670476,-0.911218923009999,0.367279792208263,0.926355321978067,-4.80459226111844,FALSE,FALSE,FALSE,"ABCC1",FALSE
"ANKRD27",0.289171823949709,9.94673635138561,0.911098545628693,0.367342486633137,0.926355321978067,-4.80465819349344,FALSE,FALSE,FALSE,"ANKRD27",FALSE
"TMCO1",0.224121289482578,10.2372626055273,0.910700284455197,0.367549956486749,0.926355321978067,-4.80487626793188,FALSE,FALSE,FALSE,"TMCO1",FALSE
"PABPC1",0.163204454429963,10.2679016489916,0.910366495013195,0.367723898688354,0.926355321978067,-4.80505897028213,FALSE,FALSE,FALSE,"PABPC1",FALSE
"USP13",0.270612673403595,8.49447603500185,0.909680777266864,0.368081401998099,0.926355321978067,-4.80543410447987,FALSE,FALSE,FALSE,"USP13",FALSE
"GCC2",-0.153466008398717,7.09761570506051,-0.909512122490204,0.368169365555089,0.926355321978067,-4.80552632909107,FALSE,FALSE,FALSE,"GCC2",FALSE
"CIC",0.218422524551413,8.93228501259677,0.909021184150743,0.368425496385984,0.926355321978067,-4.80579469417066,FALSE,FALSE,FALSE,"CIC",FALSE
"KDM6B",0.237241798938892,8.08657810562037,0.908971147547117,0.36845160777372,0.926355321978067,-4.80582203832649,FALSE,FALSE,FALSE,"KDM6B",FALSE
"APOA4",0.201180065156696,6.64385294940355,0.908656869513489,0.368615639685832,0.926355321978067,-4.80599375335275,FALSE,FALSE,FALSE,"APOA4",FALSE
"UBQLN4",0.186001737496616,8.71165725005561,0.908648364194858,0.368620079541551,0.926355321978067,-4.80599839970166,FALSE,FALSE,FALSE,"UBQLN4",FALSE
"HARS1",-0.197513589131829,9.73527275417336,-0.908566803156078,0.368662656914258,0.926355321978067,-4.80604295338314,FALSE,FALSE,FALSE,"HARS1",FALSE
"KRCC1",-0.282941187332354,9.88833614668903,-0.908473262210197,0.368711492067211,0.926355321978067,-4.8060940465677,FALSE,FALSE,FALSE,"KRCC1",FALSE
"RUBCN",0.108504558291479,6.65392230431367,0.908280911542323,0.368811926149677,0.926355321978067,-4.80619909515027,FALSE,FALSE,FALSE,"RUBCN",FALSE
"H2BC12",-0.504377842982842,11.5042151230578,-0.908216824768656,0.368845392365542,0.926355321978067,-4.80623409021875,FALSE,FALSE,FALSE,"H2BC12",FALSE
"NEO1",0.266887855211687,8.04099259520212,0.908116309960835,0.368897885298432,0.926355321978067,-4.80628897238111,FALSE,FALSE,FALSE,"NEO1",FALSE
"PEMT",0.268054120912855,9.05909615176656,0.908053573213389,0.368930651425635,0.926355321978067,-4.80632322440175,FALSE,FALSE,FALSE,"PEMT",FALSE
"GATAD2A",0.14192172592036,7.98122884833035,0.907695364028904,0.369117772697237,0.92651857731612,-4.80651875087676,FALSE,FALSE,FALSE,"GATAD2A",FALSE
"SPIDR",0.226233323092354,7.34589062290789,0.907123213182253,0.36941677951712,0.926962474529069,-4.80683090464771,FALSE,FALSE,FALSE,"SPIDR",FALSE
"NOL8",-0.225519152425595,9.33020170413699,-0.905837401525015,0.370089315150887,0.927673027054968,-4.80753173682936,FALSE,FALSE,FALSE,"NOL8",FALSE
"AQP2",0.289703917735657,7.18252126701612,0.90564811955407,0.370188384343464,0.927673027054968,-4.80763482552888,FALSE,FALSE,FALSE,"AQP2",FALSE
"S100A14",-0.465030027724961,10.4342654923784,-0.905483163680835,0.37027473529122,0.927673027054968,-4.80772464885477,FALSE,FALSE,FALSE,"S100A14",FALSE
"FBXW11",-0.280402642846847,9.04970490784476,-0.905482088842049,0.370275297989304,0.927673027054968,-4.80772523408528,FALSE,FALSE,FALSE,"FBXW11",FALSE
"RABGGTA",0.304965886621682,8.81989526024388,0.90541345901758,0.370311228116697,0.927673027054968,-4.8077626004356,FALSE,FALSE,FALSE,"RABGGTA",FALSE
"LRCH4",0.153419246745043,8.63123605347191,0.904337853964589,0.370874638094408,0.927977448061821,-4.80834787622542,FALSE,FALSE,FALSE,"LRCH4",FALSE
"AP1G2",0.227925794902481,7.87208637816952,0.903893542476089,0.371107532477357,0.927977448061821,-4.80858944986435,FALSE,FALSE,FALSE,"AP1G2",FALSE
"SULT1A1",-0.274586028055885,9.12903510972929,-0.903801530678472,0.371155773966672,0.927977448061821,-4.80863946292604,FALSE,FALSE,FALSE,"SULT1A1",FALSE
"ADGRL1",0.340810491828523,8.60809171357942,0.903657844784551,0.371231116076304,0.927977448061821,-4.80871755382109,FALSE,FALSE,FALSE,"ADGRL1",FALSE
"RFC1",0.255138362421326,9.1275606953015,0.903209745283519,0.371466141424527,0.927977448061821,-4.80896101289376,FALSE,FALSE,FALSE,"RFC1",FALSE
"ACBD4",0.23257808380458,8.45455474881033,0.903074426158588,0.371537134230801,0.927977448061821,-4.80903451127587,FALSE,FALSE,FALSE,"ACBD4",FALSE
"PAPSS1",-0.272091240579468,11.0824210055455,-0.903064525282165,0.371542328894084,0.927977448061821,-4.80903988851252,FALSE,FALSE,FALSE,"PAPSS1",FALSE
"AIMP1",-0.314134694776121,9.04504446098709,-0.902651932572443,0.371758844150142,0.927977448061821,-4.80926392088331,FALSE,FALSE,FALSE,"AIMP1",FALSE
"SMURF1",-0.258595102267125,7.53570102693701,-0.902532206968683,0.371821687420698,0.927977448061821,-4.80932891213675,FALSE,FALSE,FALSE,"SMURF1",FALSE
"RAB4A",-0.329340847068247,9.45335079134912,-0.902504288623428,0.371836342577724,0.927977448061821,-4.80934406601825,FALSE,FALSE,FALSE,"RAB4A",FALSE
"TBC1D4",-0.352693245346608,8.20932231801202,-0.902353530946173,0.37191548610534,0.927977448061821,-4.80942588854875,FALSE,FALSE,FALSE,"TBC1D4",FALSE
"ID2",-0.38517269381212,8.74513208797617,-0.90225878859241,0.371965228701252,0.927977448061821,-4.80947730257915,FALSE,FALSE,FALSE,"ID2",FALSE
"PTMS",0.195637095137017,6.93392270347496,0.901814937966719,0.372198320543461,0.927977448061821,-4.80971809979079,FALSE,FALSE,FALSE,"PTMS",FALSE
"GTF2F1",-0.260446146053241,8.74184391775722,-0.901783458899682,0.372214855596089,0.927977448061821,-4.80973517350493,FALSE,FALSE,FALSE,"GTF2F1",FALSE
"MARCHF7",-0.132051194091824,6.50710429039668,-0.901683853264477,0.372267178690061,0.927977448061821,-4.8097891941972,FALSE,FALSE,FALSE,"MARCHF7",FALSE
"C5orf22",-0.224414075725734,7.33182858328258,-0.899819233571815,0.373247539228852,0.929614315825394,-4.81079941871844,FALSE,FALSE,FALSE,"C5orf22",FALSE
"RSPH6A",0.14571654280619,7.41912740242666,0.899766595438521,0.373275238763909,0.929614315825394,-4.81082790854132,FALSE,FALSE,FALSE,"RSPH6A",FALSE
"RPS9",0.111621192508155,10.6776515164602,0.899735965843136,0.3732913574486,0.929614315825394,-4.81084448575282,FALSE,FALSE,FALSE,"RPS9",FALSE
"MT1G",0.345194153667464,8.93923931528999,0.899398287441882,0.373469088736932,0.929624049365105,-4.81102720707286,FALSE,FALSE,FALSE,"MT1G",FALSE
"RAB8B",0.209557742566949,7.82015595594055,0.899263036861763,0.373540290789959,0.929624049365105,-4.81110037433983,FALSE,FALSE,FALSE,"RAB8B",FALSE
"RANBP10",-0.149987833376296,7.14649377098268,-0.899018375864137,0.373669113559306,0.929628344582153,-4.81123270347089,FALSE,FALSE,FALSE,"RANBP10",FALSE
"BCKDK",-0.271069520338601,9.08578446741472,-0.898377671523004,0.374006602181485,0.929628344582153,-4.81157907772799,FALSE,FALSE,FALSE,"BCKDK",FALSE
"TMEM184C",-0.19800884988056,9.25450159721396,-0.898163918813172,0.374119239043603,0.929628344582153,-4.81169458352165,FALSE,FALSE,FALSE,"TMEM184C",FALSE
"CHMP1B",-0.251529793259874,9.78013755708755,-0.898158422847381,0.374122135425923,0.929628344582153,-4.81169755303924,FALSE,FALSE,FALSE,"CHMP1B",FALSE
"MFHAS1",-0.531161273210236,9.24101806579896,-0.898096857401172,0.374154581491025,0.929628344582153,-4.81173081620184,FALSE,FALSE,FALSE,"MFHAS1",FALSE
"RAD54L2",0.117660394437939,8.41752828709624,0.897502734079839,0.374467787455148,0.930101987302672,-4.81205170366946,FALSE,FALSE,FALSE,"RAD54L2",FALSE
"ENOPH1",-0.327352880805272,10.0372647676848,-0.897079489834302,0.374691012877604,0.930351899775937,-4.81228017610643,FALSE,FALSE,FALSE,"ENOPH1",FALSE
"MTMR2",-0.264303022819127,8.69671628961142,-0.896560798636338,0.374964694586566,0.930629580486564,-4.81256003260779,FALSE,FALSE,FALSE,"MTMR2",FALSE
"ANXA4",-0.406445975349711,10.5718693914636,-0.896402705437592,0.375048136152861,0.930629580486564,-4.81264530025322,FALSE,FALSE,FALSE,"ANXA4",FALSE
"IGF1R",-0.334650294811631,8.24141751837601,-0.895821495854158,0.375355000592834,0.930948836938601,-4.81295865333987,FALSE,FALSE,FALSE,"IGF1R",FALSE
"ARGLU1",-0.284767980816012,8.52159712893558,-0.895395515212465,0.37558000989902,0.930948836938601,-4.81318819394571,FALSE,FALSE,FALSE,"ARGLU1",FALSE
"CD5",0.111811731758469,7.63854636384662,0.89478162362232,0.375904428236195,0.930948836938601,-4.8135188086216,FALSE,FALSE,FALSE,"CD5",FALSE
"SUOX",-0.24684766451763,8.35967655663723,-0.89411587002096,0.376256456068212,0.930948836938601,-4.81387711074614,FALSE,FALSE,FALSE,"SUOX",FALSE
"MTF2",-0.265787912110253,8.41804383864976,-0.893913321088071,0.376363598825437,0.930948836938601,-4.81398607042047,FALSE,FALSE,FALSE,"MTF2",FALSE
"SHMT2",-0.340445061846201,9.56363169305409,-0.893850828344858,0.376396659684514,0.930948836938601,-4.81401968319402,FALSE,FALSE,FALSE,"SHMT2",FALSE
"BCL7B",-0.216094860585094,9.44901171677736,-0.893211844193523,0.376734811241496,0.930948836938601,-4.81436324363182,FALSE,FALSE,FALSE,"BCL7B",FALSE
"PTPRN2",-0.376887214682298,6.96265413036286,-0.892868384974247,0.376916650618822,0.930948836938601,-4.8145478138639,FALSE,FALSE,FALSE,"PTPRN2",FALSE
"REEP4",0.227910097581366,8.88230042906697,0.892736252951116,0.376986620878473,0.930948836938601,-4.8146188018457,FALSE,FALSE,FALSE,"REEP4",FALSE
"MAST3",0.206032058029002,7.4597985796132,0.892665536875253,0.377024071847614,0.930948836938601,-4.8146567899904,FALSE,FALSE,FALSE,"MAST3",FALSE
"GTF2H3",0.251651215429236,8.57694809509685,0.892647412254417,0.377033670961382,0.930948836938601,-4.81466652594087,FALSE,FALSE,FALSE,"GTF2H3",FALSE
"PTGES2",0.243756973129921,9.33247434298266,0.892604821675498,0.377056228285291,0.930948836938601,-4.81468940346147,FALSE,FALSE,FALSE,"PTGES2",FALSE
"IL3RA",0.174435835055721,7.1243342635396,0.892357098860718,0.377187447238191,0.930948836938601,-4.8148224471882,FALSE,FALSE,FALSE,"IL3RA",FALSE
"TEX261",0.195621959593079,9.28883226250504,0.892087778067876,0.3773301397235,0.930948836938601,-4.81496705071832,FALSE,FALSE,FALSE,"TEX261",FALSE
"CLDN10",-0.639558395254988,8.07346012500835,-0.892042384358306,0.377354193770022,0.930948836938601,-4.81499141939805,FALSE,FALSE,FALSE,"CLDN10",FALSE
"LHB",0.129629911959297,6.803286151813,0.891713691569788,0.377528396695197,0.930948836938601,-4.81516783625658,FALSE,FALSE,FALSE,"LHB",FALSE
"CHFR",0.184546113058406,7.81703557280621,0.891691399008399,0.377540213322178,0.930948836938601,-4.81517979894474,FALSE,FALSE,FALSE,"CHFR",FALSE
"ACTN1",0.220677490685582,9.72455436027754,0.890884492337453,0.377968089527143,0.930948836938601,-4.8156126120976,FALSE,FALSE,FALSE,"ACTN1",FALSE
"KRIT1",-0.225346973582573,8.23427306928957,-0.890701120988583,0.378065368465329,0.930948836938601,-4.8157109180014,FALSE,FALSE,FALSE,"KRIT1",FALSE
"DUT",-0.247305437273438,10.6258653460886,-0.890369801442168,0.378241174757835,0.930948836938601,-4.81588849065647,FALSE,FALSE,FALSE,"DUT",FALSE
"SELENOT",0.214369246996641,9.75845503854132,0.890332596093338,0.37826092008498,0.930948836938601,-4.8159084271657,FALSE,FALSE,FALSE,"SELENOT",FALSE
"AREL1",0.129570733856628,7.21789240310671,0.889915369282056,0.378482392390318,0.930948836938601,-4.8161319442595,FALSE,FALSE,FALSE,"AREL1",FALSE
"KIAA0232",-0.32671241778065,8.13113316287208,-0.889833398016979,0.378525914084306,0.930948836938601,-4.81617584628632,FALSE,FALSE,FALSE,"KIAA0232",FALSE
"SPATS2",-0.288747396483932,6.85080431297084,-0.889753559317689,0.378568306583558,0.930948836938601,-4.81621860246737,FALSE,FALSE,FALSE,"SPATS2",FALSE
"PLAGL1",-0.652410191473167,7.70119608675309,-0.889653519636478,0.378621429607309,0.930948836938601,-4.81627217178145,FALSE,FALSE,FALSE,"PLAGL1",FALSE
"TMEM97",0.32105398384959,9.50831934095959,0.888991464394028,0.378973113617141,0.930948836938601,-4.81662654543523,FALSE,FALSE,FALSE,"TMEM97",FALSE
"ESYT1",-0.311888226293028,10.686483511473,-0.888969119791592,0.37898498670832,0.930948836938601,-4.81663850130498,FALSE,FALSE,FALSE,"ESYT1",FALSE
"DNAJB12",0.172668882236864,8.27595912802346,0.888966833245656,0.378986201707204,0.930948836938601,-4.81663972474522,FALSE,FALSE,FALSE,"DNAJB12",FALSE
"VWA5A",-0.362710801292272,8.60985598494071,-0.888623136295033,0.379168859720492,0.930948836938601,-4.8168235894119,FALSE,FALSE,FALSE,"VWA5A",FALSE
"H2AX",-0.179399284376917,7.83437550900639,-0.888555476591479,0.379204824127722,0.930948836938601,-4.81685977680322,FALSE,FALSE,FALSE,"H2AX",FALSE
"H4C5",0.282847415299216,7.09812611159589,0.888306135030659,0.37933737999214,0.930948836938601,-4.81699311307714,FALSE,FALSE,FALSE,"H4C5",FALSE
"WFS1",0.242820527574314,8.61895058177037,0.887881735938399,0.379563068424815,0.930948836938601,-4.81721998028667,FALSE,FALSE,FALSE,"WFS1",FALSE
"DUSP10",-0.408550376996174,8.33811334411645,-0.887817865646178,0.379597040991735,0.930948836938601,-4.81725411394454,FALSE,FALSE,FALSE,"DUSP10",FALSE
"FEZ1",0.182947153587996,7.60892556465612,0.887268965206489,0.379889080581454,0.930948836938601,-4.81754736203814,FALSE,FALSE,FALSE,"FEZ1",FALSE
"SIRT3",0.145903653281092,8.76534746870508,0.887189839613274,0.379931190726477,0.930948836938601,-4.81758962040328,FALSE,FALSE,FALSE,"SIRT3",FALSE
"AGPAT2",-0.324955329768833,8.90008783093642,-0.887075516505346,0.379992038015017,0.930948836938601,-4.81765067027841,FALSE,FALSE,FALSE,"AGPAT2",FALSE
"PDE6G",0.195034513319379,8.1433738749966,0.887014105750188,0.380024725812777,0.930948836938601,-4.81768346125511,FALSE,FALSE,FALSE,"PDE6G",FALSE
"RAB8A",0.231183270415679,11.4186168053098,0.886938805831122,0.380064808995146,0.930948836938601,-4.81772366556833,FALSE,FALSE,FALSE,"RAB8A",FALSE
"CACNB3",-0.326479624211072,8.88709529681661,-0.886818071620948,0.380129083090126,0.930948836938601,-4.81778812150345,FALSE,FALSE,FALSE,"CACNB3",FALSE
"PPA1",0.233062145423827,12.8440193758133,0.886747492045384,0.380166660054188,0.930948836938601,-4.81782579770682,FALSE,FALSE,FALSE,"PPA1",FALSE
"RND3",-0.508287026708794,10.6492588462996,-0.88646877233808,0.380315075092659,0.930948836938601,-4.81797455372523,FALSE,FALSE,FALSE,"RND3",FALSE
"ELOVL1",0.237585955036546,9.75692275792706,0.886390462789146,0.380356780658865,0.930948836938601,-4.81801634047129,FALSE,FALSE,FALSE,"ELOVL1",FALSE
"ARID4B",-0.122517831714861,7.07880466338454,-0.886211056992924,0.380452338342989,0.930948836938601,-4.81811205995575,FALSE,FALSE,FALSE,"ARID4B",FALSE
"TPM4",0.275098964792611,9.46274989034566,0.885808545854561,0.380666785145671,0.931173296481416,-4.81832674726881,FALSE,FALSE,FALSE,"TPM4",FALSE
"TGFBR2",-0.266558398275442,8.2216745914353,-0.885498979787457,0.380831765666759,0.931181417358218,-4.81849179747539,FALSE,FALSE,FALSE,"TGFBR2",FALSE
"ENTPD7",-0.273673187376452,7.37083156019063,-0.885341819503191,0.380915540258291,0.931181417358218,-4.8185755690821,FALSE,FALSE,FALSE,"ENTPD7",FALSE
"PDZD2",0.371816932399259,7.04977951603329,0.884902116867662,0.381149986830787,0.931338107461981,-4.81880987004543,FALSE,FALSE,FALSE,"PDZD2",FALSE
"MGA",-0.150193653570696,6.53392383897061,-0.884362509303594,0.381437827368291,0.931338107461981,-4.81909725551164,FALSE,FALSE,FALSE,"MGA",FALSE
"RABAC1",0.381251384021474,10.9482651790262,0.88407006240623,0.38159388375287,0.931338107461981,-4.8192529380009,FALSE,FALSE,FALSE,"RABAC1",FALSE
"NEDD9",-0.22276974117098,7.37501895225409,-0.884033684494346,0.381613298678715,0.931338107461981,-4.81927230016115,FALSE,FALSE,FALSE,"NEDD9",FALSE
"ARFGAP2",0.13109708038214,8.04915862182543,0.883835296605044,0.381719189524433,0.931338107461981,-4.81937787888952,FALSE,FALSE,FALSE,"ARFGAP2",FALSE
"HMGB3",-0.305756650959187,9.60659914701325,-0.883661306586657,0.381812073205972,0.931338107461981,-4.81947045495245,FALSE,FALSE,FALSE,"HMGB3",FALSE
"EIF5B",-0.230444751479906,8.09748776414075,-0.883347672257972,0.381979541544938,0.931338107461981,-4.81963728879175,FALSE,FALSE,FALSE,"EIF5B",FALSE
"CUL9",0.157076806241127,7.57483448481958,0.88310409497376,0.382109634364846,0.931338107461981,-4.81976681785654,FALSE,FALSE,FALSE,"CUL9",FALSE
"SEC24B",-0.279068847163347,10.0517710355323,-0.883037792529273,0.382145050878761,0.931338107461981,-4.81980207016907,FALSE,FALSE,FALSE,"SEC24B",FALSE
"VEGFA",0.464807643540179,10.2779074872072,0.882921791218364,0.382207019851952,0.931338107461981,-4.81986374079878,FALSE,FALSE,FALSE,"VEGFA",FALSE
"PSPC1",-0.201422983946857,7.50304035561744,-0.882286381775144,0.382546574623453,0.931866262678254,-4.82020141165008,FALSE,FALSE,FALSE,"PSPC1",FALSE
"APBB2",0.180919447961084,7.30123847448106,0.8814832345218,0.382976040186453,0.932400975480764,-4.82062789169786,FALSE,FALSE,FALSE,"APBB2",FALSE
"TMEM106B",-0.207561734349349,8.90417798605976,-0.881127767721247,0.383166215940684,0.932400975480764,-4.82081653068512,FALSE,FALSE,FALSE,"TMEM106B",FALSE
"AKT2",0.16377559526257,7.40781762859791,0.880597490445411,0.383450027089922,0.932400975480764,-4.82109780366792,FALSE,FALSE,FALSE,"AKT2",FALSE
"ATP6V0E1",-0.170862776251967,9.07573866807837,-0.880497308533594,0.383503660689207,0.932400975480764,-4.82115092471394,FALSE,FALSE,FALSE,"ATP6V0E1",FALSE
"ACTR5",0.196326217684801,7.90797945813507,0.880489419880442,0.383507884177153,0.932400975480764,-4.82115510739587,FALSE,FALSE,FALSE,"ACTR5",FALSE
"WDR41",-0.187354809464955,7.09374847025337,-0.880284983777571,0.383617347037771,0.932400975480764,-4.82126349005793,FALSE,FALSE,FALSE,"WDR41",FALSE
"NEMF",0.270202723503116,8.77362149324126,0.880012713363641,0.383763161715818,0.932400975480764,-4.82140779823173,FALSE,FALSE,FALSE,"NEMF",FALSE
"BIRC2",-0.231631249569823,10.8992759474573,-0.879605450792649,0.383981337130633,0.932400975480764,-4.82162357547271,FALSE,FALSE,FALSE,"BIRC2",FALSE
"LRRC40",0.154438942305182,8.00725498142688,0.879421686764985,0.384079807438187,0.932400975480764,-4.82172090687831,FALSE,FALSE,FALSE,"LRRC40",FALSE
"MTDH",0.272218994579559,9.87646391755473,0.87877801280479,0.384424847516868,0.932400975480764,-4.82206167914726,FALSE,FALSE,FALSE,"MTDH",FALSE
"TFEB",-0.211885151938533,8.03420412979419,-0.878710692537049,0.384460945741663,0.932400975480764,-4.82209730597891,FALSE,FALSE,FALSE,"TFEB",FALSE
"C11orf80",-0.290477390327097,7.11919726774646,-0.878058523948512,0.384810760289841,0.932400975480764,-4.82244230847126,FALSE,FALSE,FALSE,"C11orf80",FALSE
"CD46",-0.366348524048617,10.3004080385601,-0.87805325722403,0.38481358611068,0.932400975480764,-4.82244509362041,FALSE,FALSE,FALSE,"CD46",FALSE
"ABHD8",0.222392190051367,7.62251008139836,0.877631093420722,0.385040137605698,0.932400975480764,-4.82266829062741,FALSE,FALSE,FALSE,"ABHD8",FALSE
"ZFAND6",-0.187432063500327,8.68435305908408,-0.877392229772635,0.385168359634877,0.932400975480764,-4.82279453208003,FALSE,FALSE,FALSE,"ZFAND6",FALSE
"HILPDA",0.483402459594156,9.79718218259297,0.87730889189164,0.38521310177484,0.932400975480764,-4.82283856916691,FALSE,FALSE,FALSE,"HILPDA",FALSE
"TRNAU1AP",0.138929160571279,7.02742097736694,0.877277304314052,0.385230061258664,0.932400975480764,-4.82285525951567,FALSE,FALSE,FALSE,"TRNAU1AP",FALSE
"IGFALS",0.208446047264126,7.04082526648345,0.877251578405017,0.385243873940676,0.932400975480764,-4.82286885223453,FALSE,FALSE,FALSE,"IGFALS",FALSE
"PRKRA",-0.307737472280515,8.58736514692682,-0.87724545796421,0.385247160156517,0.932400975480764,-4.82287208601709,FALSE,FALSE,FALSE,"PRKRA",FALSE
